,cell_line_type,bacc,auprc,f1,kappa,num_pos,num_neg
0,0,0.6523809523809524,0.3659240181115181,0.2,0.1839080459770115,3,210
1,1,0.829656862745098,0.42777777777777776,0.6666666666666666,0.6593137254901961,3,136
2,2,0.6849056603773584,0.2830376905567682,0.3636363636363636,0.33734939759036153,10,265
3,3,0.698046875,0.5348244557982931,0.5333333333333333,0.5213367609254498,10,256
4,4,0.6871794871794872,0.5424970963995355,0.3076923076923077,0.28939544103072345,5,234
5,5,0.7455156950672646,0.5836731678486997,0.5,0.4910313901345291,4,223
6,6,0.7793388429752066,0.5307093635802341,0.6206896551724138,0.5754824063564131,15,121
7,7,0.4868421052631579,0.1277133985725317,0.0,-0.03595890410958913,7,114
8,8,0.7159722222222222,0.4753901218740801,0.5517241379310345,0.5266723116003387,18,240
9,9,0.687532002048131,0.4652621162943486,0.5,0.4710610932475884,18,217
10,10,0.6138716356107661,0.4120997938070121,0.26666666666666666,0.21352313167259784,14,207
11,11,0.6990018714909545,0.4777155776744858,0.4864864864864864,0.44625786896712516,21,229
12,12,0.5844155844155844,0.34458840973195615,0.25000000000000006,0.22807017543859653,11,231
13,13,0.7596837944664032,0.5797755565567405,0.6,0.565891472868217,11,115
14,14,0.6973365617433414,0.4947777018381165,0.42857142857142855,0.3946731234866828,7,118
15,15,0.7225108225108225,0.6692823429594195,0.5882352941176471,0.558695652173913,11,105
16,16,0.7741228070175439,0.6279023425775321,0.6086956521739131,0.5694760820045558,12,114
17,17,0.9114035087719299,0.9553571428571429,0.8333333333333334,0.8228070175438597,6,95
18,18,0.9896907216494846,0.711111111111111,0.7499999999999999,0.7402597402597402,3,97
19,19,0.7333333333333334,0.5130066545674531,0.3333333333333333,0.31343283582089554,2,90
20,20,0.4951923076923077,0.07142857142857142,0.0,-0.009615384615384581,1,104
21,21,0.5650726392251816,0.3956603083559914,0.18181818181818182,0.16431027894535732,7,236
22,22,0.620575221238938,0.5611825980392157,0.3333333333333333,0.3177842565597667,4,113
23,23,0.6896907216494845,0.6487713033241971,0.5,0.4623115577889447,10,97
24,24,0.7618949958982772,0.7404158693147543,0.6086956521739131,0.5237899917965546,23,106
25,25,0.7674501424501424,0.5432153573028979,0.5818181818181818,0.5264172434942609,27,208
26,26,0.5580357142857143,0.2841605854158582,0.18181818181818182,0.14525139664804465,7,112
27,27,0.7309462915601024,0.7350451992178735,0.5925925925925927,0.5707062727129089,17,230
28,28,0.7749384236453202,0.3061607823907595,0.5,0.48296376419686315,7,232
29,29,0.7161999034282955,0.4275667973130447,0.4864864864864865,0.44304267161410016,19,218
30,30,0.5,0.09625425332698423,0.0,0.0,5,103
31,31,1.0,,0.0,,0,237
32,32,0.7020408163265306,0.5637523021618953,0.4615384615384615,0.43326039387308535,14,245
33,33,0.9957081545064378,1.0,0.5,0.49677419354838714,1,233
34,34,0.6536231884057971,0.4047496000984373,0.2,0.1853146853146853,3,230
35,35,0.7743506493506493,0.6055950027871211,0.5,0.482030804335425,7,220
36,36,0.6852941176470588,0.49831292111037523,0.4444444444444445,0.4084278768233387,15,204
37,37,0.5817766708177667,0.3109236965501366,0.23529411764705885,0.20857596611964002,11,219
38,38,0.6446316390633924,0.5365982648643418,0.4347826086956522,0.4113705583756345,17,206
39,39,0.6399598393574297,0.28990742272941955,0.33333333333333326,0.3096401599289206,10,249
40,40,0.5958847736625514,0.23732845105231865,0.25,0.23848515864892528,5,243
