,cell_line_type,bacc,auprc,f1,kappa,num_pos,num_neg
0,0,0.4916317991631799,0.15364061864061865,0.0,-0.018552875695732718,5,239
1,1,0.4728682170542636,0.10555555555555556,0.0,-0.024326672458731657,2,129
2,2,0.6904638507385332,0.351933929543438,0.45161290322580644,0.41478555304740405,17,227
3,3,0.6562932226832642,0.3678077428077428,0.2222222222222222,0.20925925925925926,3,241
4,4,0.6519607843137255,0.17910326127410603,0.26666666666666666,0.24436936936936937,6,238
5,5,0.5,0.03990043799570718,0.0,0.0,4,240
6,6,0.6278735632183908,0.4714669022633035,0.3448275862068965,0.26339153595738385,15,116
7,7,0.4954128440366973,0.06299314579738008,0.0,-0.014836795252225699,5,109
8,8,0.7101053452984784,0.33207275757960114,0.41666666666666663,0.3867145421903052,11,233
9,9,0.6725389707452487,0.4444685754373327,0.4324324324324324,0.38678793681187174,21,223
10,10,0.6799107142857144,0.39597531614842635,0.4324324324324324,0.3862002874940106,20,224
11,11,0.7438668224299065,0.31433938454337584,0.43902439024390244,0.38702201622247967,16,214
12,12,0.6144067796610169,0.2013822490423251,0.26666666666666666,0.2435174746335964,8,236
13,13,0.779979674796748,0.2967465139214131,0.4761904761904762,0.43334644121116783,8,123
14,14,0.7334710743801653,0.5774921985957328,0.5263157894736842,0.4893893460372456,10,121
15,15,0.5530660377358491,0.3521027231973631,0.18181818181818182,0.14925373134328357,8,106
16,16,0.6926336375488917,0.2904285302728413,0.42857142857142855,0.36058572300183034,13,118
17,17,0.7142857142857143,0.5535291323605067,0.6,0.5846994535519126,7,107
18,18,0.6241655540720961,0.348300537004003,0.30769230769230765,0.2660944206008584,7,107
19,19,0.5740740740740741,0.19885212824129736,0.2222222222222222,0.19393939393939397,6,108
20,20,0.9911504424778761,0.25,0.5,0.4933333333333334,1,113
21,21,0.6414529914529914,0.41864740319983584,0.3529411764705882,0.3303393213572854,10,234
22,22,0.4955357142857143,0.2875,0.0,-0.01183431952662728,2,112
23,23,0.6342592592592593,0.2412305287305287,0.26666666666666666,0.21722846441947574,6,108
24,24,0.7833962264150944,0.7359776215411085,0.6296296296296295,0.5341394025604551,25,106
25,25,0.7769470404984424,0.4545270037333962,0.5757575757575758,0.5100401606425703,30,214
26,26,0.4955357142857143,0.1842948717948718,0.0,-0.01183431952662728,2,112
27,27,0.8371794871794871,0.6181574219256839,0.608695652173913,0.5896860986547086,10,234
28,28,0.4935897435897436,0.1798718206798441,0.0,-0.019280205655526794,10,234
29,29,0.6163793103448276,0.3826588272579112,0.3157894736842105,0.2900626678603403,12,232
30,30,0.5908256880733945,0.15600239023847312,0.25,0.22448979591836726,5,109
31,31,0.5,0.25,0.0,0.0,1,243
32,32,0.5414529914529914,0.32814948875276,0.13333333333333333,0.10898876404494384,10,234
33,33,0.4979166666666667,0.07551905449792773,0.0,-0.0066006600660064585,4,240
34,34,0.6811440677966102,0.28614302612649867,0.42857142857142855,0.4120481927710843,8,236
35,35,0.7393162393162394,0.5528230991435468,0.5,0.4786324786324786,10,234
36,36,0.6131516587677726,0.32354754110394857,0.3,0.2685098406747892,12,211
37,37,0.6280892103676914,0.2087832019050712,0.25,0.22498676548438323,7,237
38,38,0.6739590684544813,0.33732287723150195,0.38461538461538464,0.34791813690896256,13,218
39,39,0.7040229885057472,0.5993072473645134,0.5263157894736842,0.5085049239033125,12,232
40,40,0.593421052631579,0.17916142148559028,0.22222222222222224,0.20709771511910546,5,228
41,41,0.768836648583484,0.37212540671482014,0.4210526315789474,0.3992837958818264,7,237
42,42,0.49122807017543857,0.13680555555555557,0.0,-0.023121387283236983,2,57
43,43,0.5868995633187774,0.4348679772725289,0.25,0.2137486573576799,15,229
44,44,0.5847826086956521,0.1258921449760928,0.15384615384615385,0.1310924369747899,5,230
45,45,0.6841269841269841,0.27052875952761535,0.380952380952381,0.31955922865013775,9,105
46,46,0.8665254237288136,0.7218640195725968,0.6666666666666665,0.6540642722117203,8,236
47,47,0.572829131652661,0.09432112583390737,0.16666666666666666,0.14565826330532217,6,238
48,48,0.7614285714285715,0.38298486816769917,0.5142857142857143,0.43033509700176376,14,100
49,49,0.712962962962963,0.4887925952661831,0.3529411764705882,0.30564784053156147,6,108
50,50,0.7456896551724138,0.518264519171961,0.6,0.5836177474402731,12,232
51,51,0.7504132231404959,0.3618708619882549,0.42857142857142855,0.3663845223700122,10,121
52,52,0.6675552170601675,0.6107605963519083,0.4347826086956522,0.3725656223539373,13,101
53,53,0.5763459841129744,0.4108258979558544,0.25000000000000006,0.20186697782963836,11,103
54,54,0.5787037037037037,0.31401111838124596,0.25,0.22972972972972971,6,108
55,55,0.6377450980392156,0.24209756132499685,0.33333333333333326,0.30444203683640314,10,204
56,56,0.5514571948998178,0.27744716450696744,0.1818181818181818,0.16085409252669058,9,122
57,57,0.4959016393442623,0.21071693467094849,0.0,-0.013931888544891802,9,122
58,58,0.6471861471861472,0.3303421104475598,0.39215686274509803,0.25087622209924365,21,110
59,59,0.8550526726492391,0.5982187430941346,0.6956521739130435,0.6806282722513088,11,233
60,60,0.6204545454545455,0.49032012195121943,0.3333333333333333,0.3173652694610778,4,110
61,61,0.488,0.06575261519154675,0.0,-0.03149606299212593,6,125
62,62,0.6044891640866873,0.5437834969032271,0.3333333333333333,0.27873365450791465,17,114
63,63,0.5,0.08315392019625428,0.0,0.0,4,127
64,64,0.5575757575757576,0.15665643766369358,0.1904761904761905,0.12011062821019358,11,120
65,65,0.4864864864864865,0.03695915790510067,0.0,-0.027027027027026973,3,111
66,66,0.5412698412698412,0.2874252706631654,0.15384615384615383,0.11063829787234036,9,105
67,67,0.7421052631578947,0.5362780629063937,0.5333333333333333,0.42201834862385323,19,95
68,68,0.8095238095238095,0.7361364121297043,0.6,0.5619596541786744,9,105
69,69,0.5,0.04300213238892484,0.0,0.0,3,111
70,70,0.6914529914529914,0.3444863593151542,0.4444444444444445,0.4234404536862004,10,234
71,71,0.5,0.18170823167976868,0.0,0.0,5,239
72,72,0.8263888888888888,0.7945161686972031,0.7142857142857142,0.6959526159921027,15,216
73,73,0.7692671394799054,0.497669507960461,0.5555555555555556,0.5385342789598109,9,235
74,74,0.744413407821229,0.17291666666666666,0.4,0.39193729003359457,2,179
75,75,0.6968944099378882,0.35593335420479044,0.42857142857142855,0.3937888198757764,14,230
76,76,0.6747881355932204,0.2701143257783883,0.35294117647058826,0.3296703296703297,8,236
77,77,0.5,0.5704545454545454,0.0,0.0,2,242
78,78,0.6414529914529914,0.5156438548827122,0.3529411764705882,0.3303393213572854,10,234
79,79,0.6753804135778385,0.4791204839280577,0.4444444444444444,0.4242567248702218,11,233
80,80,0.4908256880733945,0.2238095238095238,0.0,-0.02570694087403602,5,109
81,81,0.685042735042735,0.4195914172224821,0.380952380952381,0.3531810766721044,10,234
82,82,0.608739837398374,0.3371732493131915,0.28571428571428575,0.24626006904487918,8,123
83,83,0.535042735042735,0.18517005287106952,0.11111111111111112,0.07750472589792068,10,234
84,84,0.596031746031746,0.29359641267629233,0.28571428571428575,0.26978818283166106,5,126
85,85,0.5954128440366973,0.5633333333333334,0.28571428571428575,0.2673521850899744,5,109
86,86,0.6428571428571428,0.5059974539201121,0.4444444444444445,0.4288577154308617,7,107
87,87,0.481981981981982,0.08683610296513522,0.0,-0.03100775193798455,3,111
88,88,0.7209821428571428,0.4509819822233334,0.46511627906976744,0.41370664437944005,20,224
89,89,0.7710743801652893,0.33848768381128197,0.5217391304347826,0.47657101343988373,10,121
90,90,0.5700757575757576,0.34554746551251436,0.2222222222222222,0.16787658802177852,11,120
91,91,0.6710743801652892,0.22186396835327188,0.380952380952381,0.327143421572501,10,121
92,92,0.714,0.1765079324462092,0.3333333333333333,0.2899728997289973,6,125
93,93,0.8098958333333333,0.5849206349206348,0.36363636363636365,0.34170854271356776,3,128
94,94,0.687603305785124,0.40060751836152797,0.47058823529411764,0.43507426928605664,10,121
95,95,0.618663594470046,0.2891320845386367,0.26666666666666666,0.22234214786832163,7,124
96,96,0.5814814814814815,0.3044334435003806,0.22222222222222224,0.17983651226158026,5,81
97,97,0.5871848739495799,0.36827204126488505,0.25,0.1743697478991597,12,119
98,98,0.49557522123893805,0.008771929824561403,0.0,-0.008849557522123908,1,113
99,99,0.7361111111111112,0.5120780896770996,0.5,0.4722222222222222,6,108
100,100,0.8568181818181818,0.2836309523809524,0.5454545454545454,0.5242070116861436,4,110
101,101,1.0,,0.0,,0,114
102,102,0.8095238095238095,0.4543032827589002,0.6,0.5619596541786744,9,105
103,103,0.6022727272727273,0.11972062543566919,0.2,0.16483516483516492,4,110
104,104,0.6862385321100918,0.1811215884295399,0.4000000000000001,0.37247706422018345,5,109
105,105,0.5365079365079365,0.21926899952948847,0.14285714285714285,0.09163346613545809,9,105
106,106,0.5,0.21825396825396823,0.0,0.0,3,111
107,107,0.4955357142857143,0.13625056535504296,0.0,-0.01183431952662728,2,112
108,108,0.49615384615384617,0.07142857142857142,0.0,-0.007692307692307665,1,130
109,109,0.7017304189435336,0.31155057112657775,0.4444444444444444,0.4034608378870673,9,122
110,110,0.6613475177304965,0.5671522921522921,0.4444444444444444,0.4212962962962963,6,94
111,111,0.6780660377358491,0.5776777302558553,0.4615384615384615,0.43081312410841655,8,106
112,112,0.7663461538461538,0.5778328565091865,0.5217391304347826,0.4690939881456393,10,104
113,113,0.5287878787878788,0.3147884420966536,0.12500000000000003,0.07653575025176229,11,120
114,114,0.6816513761467891,0.3144100515017887,0.3636363636363636,0.3316582914572864,5,109
115,115,0.4772727272727273,0.1592032967032967,0.0,-0.04056795131845825,4,110
116,116,0.7352941176470589,0.5632657385161647,0.5714285714285715,0.5289256198347108,12,102
117,117,0.5740740740740741,0.2727125190831926,0.2222222222222222,0.19393939393939397,6,108
118,118,0.5,0.06506437580606378,0.0,0.0,3,241
119,119,0.662037037037037,0.4052789201163185,0.4444444444444444,0.4242424242424242,6,108
120,120,0.7,0.6845269016697588,0.5714285714285715,0.5611510791366907,5,117
121,121,0.785042735042735,0.3233088012594121,0.5217391304347826,0.4985052316890882,10,234
122,122,0.6506666666666666,0.5381961402794736,0.3333333333333333,0.30133333333333334,6,125
123,123,0.493801652892562,0.07507062146892655,0.0,-0.009933774834437248,2,242
124,124,0.6500691562932227,0.3528698634112366,0.16666666666666666,0.15100904662491288,3,241
