cell,drug1_db,drug2_db,synergy,synergistic
97,55,52,0,0
80,41,21,0,0
50,37,52,0,0
103,49,32,0,0
8,40,33,0,0
54,54,0,0,0
91,2,27,0,0
92,28,1,0,0
9,22,30,0,0
35,25,45,0,0
106,60,50,0,0
101,50,8,0,0
67,28,12,0,0
91,9,5,0,0
100,43,34,0,0
103,32,52,0,0
9,40,60,0,0
9,1,16,0,0
79,1,6,0,0
96,50,27,0,0
103,8,32,0,0
116,38,2,0,0
32,37,45,0,0
51,52,3,0,0
26,60,53,0,0
65,41,4,0,0
43,2,61,1,1
101,10,26,0,0
70,53,16,0,0
81,1,13,0,0
70,55,53,0,0
92,41,39,0,0
17,5,25,0,0
96,0,8,0,0
98,16,41,0,0
56,1,5,0,0
2,5,32,0,0
81,28,46,0,0
10,37,8,0,0
66,43,14,0,0
55,45,40,0,0
25,32,58,0,0
78,2,27,0,0
100,55,10,1,1
107,10,3,0,0
105,13,12,0,0
90,28,33,0,0
58,10,12,0,0
37,37,13,0,0
37,2,15,0,0
56,3,1,0,0
67,13,15,0,0
54,3,5,0,0
47,40,44,0,0
98,31,53,0,0
116,38,55,0,0
82,13,11,0,0
78,40,59,0,0
108,25,55,0,0
100,16,43,0,0
105,25,21,0,0
106,22,41,0,0
80,37,11,0,0
67,22,2,0,0
108,40,16,0,0
7,55,58,0,0
32,8,21,0,0
71,10,58,0,0
54,8,17,0,0
51,32,21,0,0
108,22,21,0,0
86,3,49,0,0
81,41,44,0,0
7,53,58,0,0
102,10,44,1,1
32,27,46,0,0
121,20,33,0,0
53,62,57,0,0
8,6,1,0,0
123,32,10,0,0
117,43,41,0,0
100,8,12,0,0
44,48,56,0,0
115,61,12,0,0
96,1,5,1,1
99,22,27,0,0
78,8,18,0,0
93,50,10,0,0
49,12,52,0,0
70,3,10,0,0
66,6,48,0,0
65,45,1,0,0
40,39,35,0,0
93,5,45,0,0
67,6,26,0,0
80,39,26,0,0
104,22,7,0,0
99,8,5,0,0
87,61,22,0,0
89,21,42,0,0
97,13,45,0,0
57,55,33,0,0
44,3,34,0,0
107,16,32,0,0
17,2,16,0,0
98,57,54,0,0
40,1,3,0,0
102,13,27,0,0
102,55,48,0,0
79,41,16,0,0
120,5,25,0,0
2,21,48,0,0
35,1,10,0,0
30,57,23,0,0
79,1,61,0,0
20,43,40,1,1
39,16,53,0,0
92,2,26,0,0
96,38,17,0,0
45,2,31,0,0
61,50,8,0,0
56,39,2,0,0
97,27,33,0,0
36,9,52,0,0
108,21,3,0,0
35,22,36,0,0
93,10,28,0,0
108,3,56,0,0
111,3,22,0,0
57,22,15,0,0
26,5,31,0,0
4,57,40,0,0
101,55,48,0,0
29,13,37,0,0
2,45,30,0,0
37,1,33,0,0
8,13,40,0,0
57,55,14,0,0
19,27,53,0,0
115,33,32,0,0
105,21,46,0,0
72,45,10,0,0
78,8,22,0,0
39,2,12,1,1
14,52,22,0,0
19,2,32,0,0
117,28,42,0,0
121,57,50,0,0
92,13,23,0,0
68,38,55,0,0
65,10,14,0,0
28,10,12,0,0
32,5,6,0,0
81,39,56,0,0
105,1,24,0,0
102,5,27,0,0
26,3,2,0,0
18,27,31,0,0
70,51,27,0,0
70,41,50,0,0
35,45,44,0,0
117,50,26,0,0
60,10,32,0,0
58,53,49,0,0
68,10,7,0,0
87,23,8,0,0
120,21,10,0,0
93,6,61,0,0
69,41,38,0,0
63,9,2,0,0
19,23,62,0,0
82,43,4,0,0
94,57,8,0,0
104,2,45,0,0
22,48,55,0,0
15,55,33,0,0
65,45,59,0,0
47,1,11,0,0
58,12,8,0,0
74,50,17,0,0
50,32,55,0,0
23,3,1,0,0
78,28,47,0,0
111,58,12,0,0
30,61,32,0,0
44,43,23,0,0
62,8,30,0,0
107,10,34,0,0
24,1,29,0,0
106,53,8,0,0
72,32,31,0,0
5,54,38,0,0
68,57,5,0,0
57,41,56,0,0
110,16,21,0,0
95,8,35,0,0
42,32,27,0,0
32,43,30,0,0
65,16,10,0,0
8,1,25,0,0
38,2,28,0,0
50,41,21,0,0
78,10,48,0,0
55,52,54,0,0
92,55,36,0,0
52,8,32,0,0
93,10,50,0,0
81,25,28,0,0
32,39,29,0,0
79,16,52,0,0
117,32,44,0,0
78,25,35,0,0
91,20,12,0,0
58,3,9,0,0
8,13,50,0,0
5,31,38,0,0
78,3,32,0,0
57,21,28,0,0
37,27,37,0,0
112,57,1,0,0
104,27,17,0,0
60,25,21,0,0
80,41,17,0,0
36,52,10,0,0
88,54,31,0,0
80,55,5,0,0
80,6,43,0,0
29,13,42,1,1
16,5,12,0,0
89,10,55,0,0
109,8,38,0,0
100,48,12,0,0
56,3,50,0,0
78,10,60,0,0
56,40,33,0,0
91,55,32,0,0
84,10,8,0,0
38,28,55,0,0
88,22,60,0,0
111,3,55,0,0
124,32,61,0,0
49,57,12,0,0
69,16,41,0,0
104,50,10,0,0
74,7,51,0,0
116,54,8,0,0
70,50,40,1,1
47,48,52,0,0
74,8,10,0,0
32,16,45,0,0
52,52,5,1,1
51,61,10,0,0
40,25,22,0,0
