cell,drug1_db,drug2_db,synergy,synergistic
35,15,47,0,0
99,30,59,0,0
109,37,31,0,0
42,5,8,0,0
42,23,24,0,0
109,43,30,0,0
44,5,21,0,0
100,49,56,0,0
21,37,8,0,0
5,34,36,0,0
27,37,0,0,0
104,49,2,0,0
1,43,11,0,0
75,55,54,0,0
61,11,4,0,0
57,42,13,0,0
57,14,47,0,0
51,24,56,0,0
114,42,38,0,0
44,34,29,0,0
18,28,11,0,0
78,49,46,0,0
11,26,45,0,0
21,9,46,0,0
14,58,45,0,0
22,49,40,0,0
17,45,22,0,0
2,46,16,0,0
57,49,52,0,0
117,16,11,0,0
98,62,7,0,0
30,56,27,0,0
106,42,48,0,0
94,62,49,0,0
41,14,16,0,0
114,44,16,0,0
14,5,8,0,0
44,44,32,0,0
34,27,18,0,0
47,27,48,0,0
13,17,62,0,0
18,56,52,0,0
95,14,58,0,0
81,52,46,0,0
45,20,42,0,0
78,31,62,0,0
90,44,37,0,0
34,28,31,0,0
106,56,16,0,0
14,28,3,0,0
31,28,16,0,0
83,52,11,0,0
31,58,34,0,0
52,25,1,0,0
105,14,18,0,0
51,34,24,0,0
30,18,50,0,0
14,34,18,0,0
3,43,29,0,0
29,51,40,0,0
52,11,6,0,0
19,51,28,0,0
33,37,8,0,0
27,49,56,0,0
115,44,43,0,0
120,44,14,0,0
6,5,3,0,0
77,46,10,0,0
60,11,29,0,0
44,5,44,0,0
63,40,37,0,0
82,18,8,1,1
42,44,22,0,0
31,25,42,0,0
92,55,40,0,0
110,23,43,1,1
109,16,43,0,0
52,34,54,0,0
11,29,30,0,0
52,30,54,0,0
68,62,40,0,0
59,16,0,0,0
92,58,40,0,0
18,11,48,0,0
97,62,57,0,0
38,34,60,0,0
39,43,31,0,0
61,16,20,0,0
81,27,31,0,0
68,7,16,1,1
77,40,18,0,0
6,23,11,0,0
104,37,44,0,0
13,37,15,1,1
106,56,15,0,0
61,24,55,0,0
77,56,37,0,0
85,45,53,0,0
114,29,25,0,0
96,42,16,0,0
90,29,50,0,0
69,29,44,0,0
17,16,27,0,0
5,45,37,0,0
3,37,7,0,0
68,11,41,0,0
11,40,54,0,0
109,7,41,0,0
55,45,18,0,0
8,26,14,0,0
